"","q3_q23_corr","q3_q27_corr","q3_q33_corr","q3_q38_corr","q3_q45_corr","q3_q56_corr"
"1",0.12043053492997,0.324128977736182,0.0830975268654924,-0.0399617647024715,0.350647946183148,0.291528248711808
"2",0.187436862249286,0.0480315274128064,0.00368827290459052,-0.0736656474804243,0.432053647868045,0.110861444484243
"3",-0.0577296966298021,0.0174189271490474,0.310798562790309,0.0396226937339164,0.34317830321469,0.246819065168526
"4",0.063837093468553,0.161072403244714,0.104060244258206,-0.0162651497412325,0.412118798057104,0.200778219308052
"5",0.286792821894923,0.0596869897915711,0.0829928724122736,0.0478122308921668,0.322181495160249,0.162185017422758
"6",-0.0526380049266425,0.381583685902903,0.0410298731423607,0.0591357448658088,0.0926535204599705,0.142162182969857
"7",0.150948172873724,0.205999477183545,0.0983950298849244,0.0901385187316694,0.187899257198835,0.214200940176921
"8",0.0255197352325077,0.360392934572357,0.0947399133384713,0.0811080351953021,0.0737619683380956,0.0804936288940416
"9",0.0707564455094675,0.217692114929813,0.0012168914253923,0.0710331331882139,0.190723702350116,0.235665334027178
"10",-0.0381257237077465,0.0592656312116821,0.00580711631770857,0.0250557414292898,0.0883077497093856,0.151374150199175
"11",-0.0184580406044074,0.164329283960219,0.10782662235157,0.199534505727654,0.168031712531617,0.289514929178263
"12",0.098811528669291,0.146256883835549,0.116538573191438,0.0657256461382416,0.0694607776409236,0.244362848827787
"13",0.0089831599156332,0.144195732038236,0.110101541760548,0.0165907144038012,0.14076370520542,0.221015292737281
"14",0.0853588039000317,0.178882448575277,-0.170350141032883,0.195962041117365,0.0926167766442896,0.123126165704706
"15",-0.0344506736141427,0.0858118383238281,0.0774692720837176,-0.0500297530523207,0.261476291656891,0.0624056475076856
"16",0.0262551337459226,0.341071287892535,0.156826435466316,0.126860467004762,0.257670420128331,0.205241586455267
"17",0.12112577572562,0.312066393634506,0.0573552410540341,0.0629463008998,0.255853163482619,0.090410058384675
"18",0.156169082595055,0.171300563260919,-0.0164499036407631,0.149747991082782,0.194424597074414,0.301984285441629
"19",-0.12801523294029,0.0936178112138742,0.109344455009015,-0.122650343968996,-0.00391480574893534,0.179604744802102
"20",-0.0563301428362441,0.217943157018057,0.0805021512661575,0.0161813374113185,0.279265621453414,0.233275149775627
"21",0.0401507659333543,0.0610511547935512,0.027849916712799,0.101773645591314,0.168155301818275,0.259076274288174
"22",0.121972658409348,0.301768295851409,0.192278168433136,0.0554268160812372,0.221135292329531,0.239104595483474
"23",-0.0740358437811408,0.206454922079761,0.107333185272814,-0.0195752042520522,0.203580145142425,0.332642928741566
"24",-0.0431211344801816,0.133530581623033,0.0939748035637631,0.14022422578102,0.166898619828247,0.237463593137529
"25",-0.038402295388601,0.243349880740126,0.202280138967969,0.22448887927244,0.198008104438878,0.104346340619041
"26",-0.0533305202276789,0.351435628086928,0.202638447122896,-0.176005031469084,0.232660528387388,0.0192300853806029
"27",-0.0354858957453897,0.325021346229664,0.101483180349773,-0.301951202496912,0.204813889734364,0.13779954905693
"28",-0.0243048681168157,0.113863186997459,0.234003841128691,0.0422853592639082,0.122848268308146,0.0574270307144599
"29",0.184842654502795,0.27063840376875,0.0651250231418305,0.0707443660808352,0.306888488100604,0.130705835532511
"30",0.125001170434918,0.241411895989016,-0.0613898621657917,0.103562645753609,0.230894167562886,0.146294191377651
"31",0.121251989422217,0.234881747302652,0.041545224508689,-0.1112360252721,0.143584541973711,0.111151955237751
"32",0.141776424475076,0.191177240471538,0.0717998756820507,0.182321876053501,0.303905817336119,0.169509724465153
"33",-0.129463258838014,0.175315139013817,-0.0233548487100498,0.0821621183524003,0.137918167420628,0.192970615449746
"34",0.0584016872579758,0.189764455725722,0.173759805544084,-0.133479843747865,0.337036739561179,0.249050015324032
"35",-0.0115909897109833,0.0550910379177344,0.0174670477127166,0.00944643705293764,0.281435161985907,0.208425651856254
"36",-0.105392023451765,0.160893978560685,0.146399260224713,-0.169132538938625,0.250462963359513,0.157121180521811
"37",-0.0553652515727688,0.307207164818952,0.0707780393919429,-0.0150453579694028,0.150622619020801,0.00567169487172572
"38",0.0877390655575098,0.268887884559039,0.185986147974421,0.0246644192483759,0.127673892105583,0.231651935425564
"39",0.0336036101526334,0.211020916613509,0.0745788343599799,0.0461382750662819,0.143375672911404,0.333195127891873
"40",-0.0132951133912609,0.196339136066207,0.109330356114914,-0.256991472247231,0.22818197697045,0.241308494183203
"41",-0.0754706549358012,0.144560866004697,0.0771329973537882,0.0256196154845014,0.36926543266516,0.249949338704899
"42",0.206785686383004,0.154747082954203,0.082245700745994,0.306448888511734,0.202495475056637,0.17469103983272
"43",0.0846454124770057,0.20004503350129,-0.0195185558015581,0.0833268766865703,0.165992820565236,0.219553732522342
"44",-0.11438522269329,0.292909903246591,0.121377456249869,-0.148126575545498,0.18459551000051,0.13925715546596
"45",0.134995154758159,0.202140666508755,0.244202371327766,-0.0437290903113279,0.347189627922197,0.0501210610786774
"46",-0.0929534421236186,0.265687566179569,0.0185686521283431,-0.0468910481703671,0.119351209845664,0.324859273405261
"47",0.148577754132106,0.153790772405335,0.240059385299373,-0.0805532188002405,0.113490374359619,0.236373635362095
"48",0.0367429818389741,0.191111803017985,0.101204389881915,0.0281894771408555,0.343228715396351,0.25573034961101
"49",0.0464739964407413,0.209913428562396,0.149093384865644,-0.0208076925504394,0.270583122136113,0.190014782332149
"50",0.0578735505607414,0.234956894997273,0.156101058199775,-0.126263115571938,0.126195187718036,0.374716834716281
"51",-0.0454103559053148,0.352311402103957,0.122980046410318,0.183306869721995,0.127544447381251,0.149845163236303
"52",-0.0298294924369438,0.145438481950205,0.0752560045332525,0.145016764728584,0.362984119780913,0.120353565667474
"53",0.037366715115694,0.176404665194539,0.109434005925079,-0.0236231642427549,0.250288524396702,0.137524335932693
"54",-0.0595079274470594,0.220279180740516,-0.138732978400163,-0.0780923010125935,0.0958573414189843,0.159134125380705
"55",0.115176213678893,0.310669156939004,0.105215185033935,0.139699512372428,0.35905874012425,0.284170707236888
"56",0.318379470817842,0.420958260530097,0.129259466881713,-0.0743606347046344,0.435175228718452,0.215317286562997
