"","q3_q24_corr","q3_q31_corr","q3_q32_corr","q3_q108_corr","q3_q113_corr","q3_q51_corr","q3_q110_corr"
"1",-0.10210041334505,0.0254024731798201,0.0401162447311925,-0.205579349717404,0.103432786681483,-0.391397897332057,-0.163881372867444
"2",-0.0397386468052104,0.079666909356357,-0.101670950411148,-0.220648642106944,0.0397369257576908,-0.176979455853337,-0.156645810769608
"3",0.0617819563202846,-0.00366226665495552,0.0631655123952553,-0.184026957360109,0.0733473896166227,0.185508993195872,0.153679649641866
"4",-0.0608883406656533,0.0593972880559845,0.0989878175530257,-0.151273289420875,-0.000747017880833996,-0.100700434716763,-0.0129189797474519
"5",0.247279510488908,-0.0384912653683067,-0.013148862445817,-0.128186248363759,0.0867975969289341,0.0265254279849636,0.221651357611849
"6",0.0162446008365822,0.00171108135460887,0.0769801227079775,-0.131860988280011,0.0690736073264734,0.0880559572493788,0.142320966771603
"7",0.126109656035749,-0.17254494516975,0.0975185892900139,-0.156202135877253,0.104341311744313,-0.0690297238142012,0.189293959368545
"8",-0.0917418737522015,-0.155204552890542,-0.0200225836486248,-0.0132479982387885,-0.0478228400898119,-0.129262686862937,0.112124450130662
"9",-0.0534809787431932,-0.102998922752077,-0.0260164266800656,-0.0919239142383154,-0.101240534028722,-0.179362991859949,-0.0300369482326752
"10",0.0173045455497034,-0.0421698963069006,0.101962378309042,-0.0633336045024344,-0.0655190765242447,-0.138102268841715,0.0882775267733886
"11",-0.0245754313915556,-0.0582721370540572,-0.0636934189244923,-0.268403661521946,0.0557077586312136,-0.0993388240604994,0.0927374461907523
"12",-0.261657043573454,0.00124967373889115,0.0463768230541851,-0.0672402514818922,-0.137558953407169,-0.214202290057471,0.0401596014161187
"13",-0.0909560501440574,-0.0274148027972653,0.190710522964467,-0.20225819996267,0.00586676095279145,-0.0790168664604444,0.139179672822313
"14",0.0126179071294924,0.150386311001441,0.0912643568260054,-0.201095422503039,0.125469211831534,0.0250000406478619,0.213204209427921
"15",0.0207494180319779,-0.0936959474397909,-0.0575110382314631,-0.0131817364770932,0.147251878425946,-0.162814562146341,0.0382090999999265
"16",-0.157518796634181,0.0900645154291964,-0.0647571284862973,-0.14146745072001,-0.0506101956041506,-0.0123583737474867,0.163487794428686
"17",0.111894766297601,-0.0425020333249234,-0.0562340823900378,-0.363768831806071,-0.187841553280342,-0.125272976906843,-0.0573812290130146
"18",0.0551097486745946,0.0951587613491839,0.0182975480373282,0.0495068563098689,0.153138910902213,0.209278815556692,0.0402836284205526
"19",0.173276476825758,-0.0372857010588805,-0.103030342946628,-0.032273247063567,0.0996849336806969,-0.0788364820064221,0.0404587411208443
"20",-0.0420324008533376,-0.00886595265487532,-0.177695151878392,-0.0978731773306817,0.196680541884048,-0.0794708697185199,0.199686965513547
"21",-0.150291214630009,0.0906031768591866,-0.0273776324074436,-0.0745031562800839,0.0703836847951169,-0.230335870789486,0.126349321172979
"22",0.022707390390211,0.0192565944554141,0.167583972428116,-0.0296925378750832,0.0873238539067814,0.0708206576378192,0.0186883599846579
"23",-0.00980429048912849,0.0416050865032882,-0.0369189770129961,-0.175902102005452,0.0853003887843628,-0.306682752317975,-0.0665540120493803
"24",-0.223776649671991,0.111804409385008,0.0463119799107932,-0.0706611109802403,0.132616607650682,-0.191977292294286,0.036008923224997
"25",0.0733394083895878,-0.0704331951827955,0.0599091939910924,-0.133667013716096,-0.0109679109016964,-0.108005273592985,-0.0223320785680976
"26",-4.22994037902548e-20,0.0661480045681192,-0.121896565664907,-0.317160437818716,0.0199911170326509,-0.285980172055655,0.0128277446246353
"27",0.0825531813787295,0.0756246273213773,0.206727029967737,-0.215008851260398,-0.062876933324001,-0.200678327263357,0.175338126824604
"28",-0.185269977009565,-0.140200986635166,-0.115320514091403,-0.146903915072987,0.157225625388823,-0.0647145756187386,0.0204549275961344
"29",0.0294706859035562,-0.0666424374575558,0.0632071020683348,-0.220387187095888,0.0550878418607206,0.0975910633920108,0.239650629519237
"30",0.101240299160014,-0.0820254115293553,-0.0415410858969852,-0.16631770126499,0.0216199161001868,-0.11745783014372,-0.117438061699491
"31",-0.300591862012103,0.0284821587966207,0.041804738490691,-0.0749641702808445,0.0526397949361642,-0.063564373053018,0.0875672978460703
"32",-0.120288722574208,-0.103600253837891,-0.190610261429463,-0.00169810469588672,-0.121886652811255,-0.343516011358364,0.00700375898528027
"33",0.119381560448084,-0.0627380961002968,-0.0544624146977723,-0.112784884215603,0.0489236336717279,0.0515236372565142,0.0583961266073115
"34",0.0844557362219859,-0.0562187988064802,-0.044560958511358,-0.13459286620701,0.124107145160747,-0.229628712746023,0.145663237326227
"35",-0.216370575602441,-0.0464659465727602,0.0142488446906173,-0.0539903138832119,-0.0893853454519593,-0.0260399890684149,0.104281677464262
"36",-0.0621579039713656,0.108338849870275,0.111991932923084,-0.21097247566975,0.11003482739923,-0.0459001703290674,-0.0096546754703711
"37",-0.123598560375962,-0.188537886546927,0.0952474634792644,-0.216308438478094,0.11666013906544,0.0629503784627474,0.0586221443188423
"38",-0.144839695067132,0.162126712888365,0.00570115490190573,-0.289454585526116,0.105725873367833,0.0728329523194482,0.0969371202469274
"39",-0.159248053643988,0.124024006332942,0.0560951524199154,0.00590064449756856,0.027457082650249,0.0319262484796102,0.115164460085213
"40",-0.17086292428778,-0.0411758508019262,-0.059936669964813,-0.165347958088394,0.105802770114342,-0.184189885294426,-0.110698222351974
"41",-0.00485535372386884,0.0104790127350521,-0.185651728081634,0.0389485612746678,-0.0567275844983624,0.133636666493563,0.151264908653558
"42",-0.162608493246961,-0.0149951055821708,-0.213005709176493,-0.258484213427037,0.289724224961679,-0.0611178114962053,0.120218580302728
"43",-0.118699108217554,0.0512907379155181,0.0659365164895685,-0.18157936549896,0.0805931353690814,-0.123690711902454,0.0435171542800376
"44",-0.00443663709682994,-0.0266555573208618,-0.0473503000033638,-0.167832500503716,-0.0612310319820086,-0.0981260985250298,0.201578383941458
"45",0.0746656472358932,0.12973494626661,-0.0305292953903733,-0.243510649433665,-0.0421893948293678,0.0930804912895932,0.299044625939278
"46",0.143237376365745,-0.00610521907317561,-0.155208746303159,-0.144112051288877,-0.200750567117115,-0.157433321485473,0.271238376656074
