"","q3_q25_corr","q3_q107_corr","q3_q42_corr","q3_q109_corr","q3_q54_corr"
"1",0.00145305253152161,0.0127568646415034,-0.117077721614667,0.169026503201649,-0.00966555841283824
"2",-0.127925960648257,0.162734075648109,-0.17445023111155,-0.0491338605862491,-0.0450776295236942
"3",-0.0476569171954249,0.114651972971883,0.00799523980757228,-0.0247775010906716,0.0465546296143002
"4",-0.0382430314399652,0.0223552474393653,0.0604795468306249,0.272029932488148,-0.0155069862234796
"5",-0.0758779331136627,-0.143707051636641,0.0374371823750564,0.0819325611063505,-0.0319846510503601
"6",-0.0745822387974378,0.12148578476345,0.0591341847973328,0.0964277431013497,-0.053324977287963
"7",-0.341229845110664,0.143487532274626,-0.0507003834928135,-0.042899232723442,-0.0313942006327763
"8",-0.0671171747246039,0.0517508818687062,0.00583421175979503,0.150485203442736,-0.0184285374093176
"9",-0.188608633909052,0.0187653936929899,-0.0532241266173133,0.0936030092486423,-0.154002210450626
"10",0.132994569565035,0.0267392902897133,-0.227846235106438,-0.00744183845570253,-0.185944036894696
"11",-0.0557421836757297,-0.0112726931243953,-0.0975829048293013,0.102961465795601,0.0297445822646166
"12",0.074967705898777,0.146841311161468,-0.236054296605193,-0.130115054233267,-0.104856069748688
"13",0.0681119133652641,0.249047087931175,0.0816175120700786,0.175718686357392,-0.0113463885473992
"14",0.179999633831057,-0.113159193186661,-0.155979182061778,0.049571235477996,-0.073589854830791
"15",0.0225408935421116,-0.15527362388406,-0.210743523187571,0.111907136010897,-0.222855365053099
"16",-0.0705834901291861,0.0927559470568972,0.115558437073789,-0.0719581419973677,-0.0762172692824681
"17",-0.0587456885907976,0.146005307259211,0.0318850404643219,0.0312081661482722,-0.119671718486807
"18",-0.00107185384271415,0.133599431856815,-0.0498836416866596,-0.0790833272707017,-0.149056145768525
"19",0.00636208338268436,0.103536466287307,-0.144108505650451,-0.151589438298249,-0.0340862076760743
"20",-0.0519614891960511,0.0198334320449727,-0.154752162424244,-0.00134054243695942,-0.0913725612420037
"21",-0.0514825393237967,0.0522404019964237,0.0158948859462204,0.170218678581099,0.034504805637652
"22",-0.0723692443272111,0.0788536450513232,-0.00218336667046868,0.0456607749901058,-0.070951667340542
"23",-0.0327840883970508,0.126720031386593,-0.183465150065419,0.253753830614473,-0.0607336628438782
"24",-0.204260885992067,-0.0222195401899391,-0.0789917093077685,-0.0036390680444331,-0.0648135645652113
"25",0.0845074848251223,0.222178733134668,-0.175251102088954,-0.0266618284861385,-0.0122966355365015
"26",-0.0430814425318092,0.288658176058962,-0.0665966375746227,-0.0311421650154832,-0.109220261135159
"27",-0.171690263179668,0.201365510978057,-0.270711164887924,0.132384158106573,-0.158289477543313
"28",-0.0365578517986352,0.133801561103197,-0.1546633160507,0.158530407743499,0.0605659868985575
"29",-0.330408602402873,0.0118750342768502,-0.134054802295389,0.0604824462112676,-0.0359964459364132
"30",-0.113054587963548,-0.0174237150170283,-0.0117855098449698,0.139723795691937,-0.124072916746366
"31",-0.373940831256003,-0.0651198047457892,0.247051301465621,-0.016443481209975,-0.13376086725043
"32",-0.0554422586107725,-0.202878698087533,-0.104379648228914,0.114323947561988,-0.111367988565368
"33",0.0728281042482294,-0.12825388169017,-0.00625880229623871,-0.0474801105184662,-0.0347283472718938
"34",-0.344569607957948,-0.0229177884438802,-0.00123032971028643,0.097177925720708,0.0473440382533308
"35",-0.0909685967511494,0.141127874685854,0.165498954000253,0.104748538695271,-0.0905365387691369
"36",-0.138050534173409,-0.010035974677255,-0.144882052183203,0.0298554887913506,-0.0093297560104618
"37",-0.0172988069669558,0.065962980289047,-0.00178336837394075,0.0985088082763696,0.0389089840435157
"38",-0.0503377586255813,0.123727574815779,0.035687719793389,-0.0528593945534951,-0.0073803413765924
"39",0.0767240857540419,0.0813954740535869,0.120086503435328,-0.000975480654820836,-0.0530002099641366
"40",-0.167106597808188,0.0675512865813255,0.069048281183702,0.111253252954123,-0.0963526400460134
"41",0.0733022508436543,0.164768343351296,-0.158160019743433,0.0936699714193125,-0.231159663978735
"42",-0.101598974960585,-0.102808541766541,0.0417686894389462,0.07773332485201,-0.0183589517457985
"43",-0.244138262741697,0.0785994878553884,0.0163088221644061,0.12581714974602,-0.266249222731925
"44",-0.0822006945481498,0.0757703140629938,0.0556845462777511,0.0510773573575902,0.0321421870302088
"45",-0.0892179921219515,-0.105747430201255,-0.0869441079936795,0.0137144111422362,-0.235706526632298
"46",-0.279249053283153,0.0408441267978997,-0.209019408849926,0.155964753936566,0.0357624936815514
"47",-0.0539292037424097,0.275067359988475,-0.208116941882942,0.174631420541769,-0.219747685030327
"48",-0.237461822586597,0.00963405657888732,-0.08008244705109,0.106882871416114,-0.0800946280720335
"49",0.000247048418650418,0.203362725074291,-0.0467693288908322,0.0340970300617524,0.0536314661074737
"50",-0.0112933785672128,0.0190531646058085,-0.11579765176544,0.0860670727709168,-0.235160178078745
"51",0.00441285625586658,0.0699538553515239,-0.137220526158451,-0.0678921269306734,0.112145062511481
"52",0.000512766586500793,-0.014937986695834,-0.0679099639137748,0.139188634007403,-0.101775333356412
"53",-0.184268006263249,0.153358244109861,-0.116385200194386,0.194803726548364,-0.0914793187908909
"54",-0.0146286223916323,0.074494185055005,-0.100735206759897,0.0217856149543864,-0.248156707192899
"55",-0.0131006130501153,0.124319947810497,0.0996569855868542,-0.0528381976005583,0.00845624176507795
"56",-0.0174604688241358,0.0490136882569408,0.103699392021558,-0.0817364008238014,-0.0825380648228076
"57",-0.122540097100628,0.18145625177903,-0.240301460361404,0.173041203101867,-0.155732930590319
"58",-0.312923097036555,0.00856721593562726,-0.218395133613295,0.109637808273906,-0.22866308388622
"59",0.0428122799477734,-0.0178304823332312,-0.00038761809639521,-0.0187345422383953,-0.10059590473435
"60",-0.0481421780912394,0.114302011649648,-0.0593335671602495,-0.0460317868363544,-0.226980506031669
"61",-0.229257960349264,0.0680308948820116,-0.00359049326593332,-0.0124606799174249,-0.0835349638145674
"62",0.0439421158223341,0.284440736177512,0.127219834826321,-0.197303832065747,-0.200378380590436
"63",-0.0672551386455271,0.0779427173043425,-0.0553513858355004,0.0493864864800249,0.0258042547686355
"64",-0.314876236879274,0.143810252900952,-0.0831472331625216,0.207740365083658,-0.10726027784904
"65",0.0764990282224201,-0.0375160026932363,0.113921339543934,-0.166196244462186,0.188038120004178
"66",-0.0850421778613003,0.0486076138184532,-0.0648534393335232,-0.0455048505811889,0.0640063584359306
"67",-0.292355185514156,-0.165996119189259,0.00462100780722918,0.0817640284009844,-0.14282166691932
"68",-0.11557734633778,0.239522264280478,0.0947653027844109,-0.0612159329078397,0.0625601044260665
"69",-0.01571639119479,0.0426324733455934,-0.161844027437034,0.00775472900888861,-0.0371675703162266
"70",-0.0790243193674919,0.185306776435152,-0.222065275327306,0.11139785238351,-0.105191015455578
"71",-0.128302726487827,0.0988399387029644,-0.216353207288127,-0.0420739777199114,-0.0594539492700286
"72",-0.191926256577445,0.0974427469252461,0.0149482843110292,-0.00298130351572538,0.0300519528256836
"73",-0.0846724140842848,0.188126687687433,0.0972085226542374,0.0863188097170352,-0.112616022322596
"74",0.102940157632596,0.289969784244334,-0.0689806481395113,-0.131692638800731,-0.0994770342256198
"75",-0.236733282193083,-0.0726140541761421,-0.0305617534284599,0.159365501513325,-0.245241436418655
"76",-0.185985142170223,0.212177853297546,-0.163602425713563,-0.0686586949128367,-0.0827980299048691
"77",-0.0712902068379485,0.126078029015168,-0.159038400828689,-0.0394590588668137,-0.0236634947411353
"78",-0.164538548595724,-0.0432376914382075,-0.0916012968437145,0.0875148099848596,-0.0232521384058246
"79",-0.20895363702553,0.115550561596731,-0.0614277048581693,0.0109651239750779,0.172431532437713
"80",-0.101087628680559,0.0996476024427262,-0.123739505034243,-0.0900143588746551,0.0706064543401443
"81",-0.0696224559654364,0.0428798546887976,0.13026101727287,-0.0504353755134465,0.0751378816427175
"82",0.0349587435498983,0.170475123905547,-0.117677287337346,0.00772554464102611,-0.0682747055128523
"83",-0.082026919209629,0.0484024974130978,-0.0909471319166284,-0.0356826039959904,-0.167258906815793
"84",-0.022633781542067,-0.137938131885877,0.0384558824598518,-0.141911293178384,-0.180493857115326
"85",-0.230075889310134,0.0633943578867655,-0.0733324982086054,0.17981097826906,0.102315341129652
"86",-0.265394624725295,-0.000869783389387499,-0.0912338399736525,0.032932030874113,-0.20427554060519
"87",0.0871500020838324,0.00870809417256285,0.0281262425967651,0.209545098574789,-0.170242214532872
"88",-0.346857524279061,0.111222330698375,-0.126470117390462,0.0631867241065891,-0.158102437825371
"89",-0.123688146939392,0.238783962478016,-0.156725070481898,-0.220334803541736,-0.040730505191726
"90",-0.141322394851124,0.0642130132694924,-0.103468669435958,-0.0403793370213823,-0.151975388002859
"91",-0.176992745133263,-0.138983105857459,-0.0511035340290381,-0.113065038805544,0.0511621405104713
"92",-0.0615527978267457,0.0931363788536565,-0.148325688125163,0.0187701262603746,-0.152715650257915
"93",-0.050787450018337,0.0993135304976189,-0.0774386191231807,0.116308125644311,-0.126448006477127
"94",-0.0357196461344744,-0.0972673720332415,-0.0939483818198668,0.1774638728533,-0.109521935404978
"95",-0.00783217739891956,-0.0960850990260142,-0.0414246474608724,0.0561016855761191,-0.0328693497569397
"96",-0.0314230153780016,0.224505332937472,-0.0356387554093784,-0.0677579406703328,-0.158957611546968
"97",-0.0742098702676384,0.181976419626356,0.0017488171328743,0.0361763197381898,-0.247857644989705
"98",-0.0524353320612691,0.0550017130253413,-0.0353914837713737,-0.129264348804371,-0.377920907928712
"99",-0.117290731729006,0.0191570720055087,-0.205924941278849,0.115830216207351,-0.0520571401930018
"100",-0.2745260536311,0.0714168488549187,-0.0892767102302648,0.0257723311643031,-0.0659096977614224
"101",-0.199250966486387,0.193119199304049,-0.0936192739459167,0.0183112512686234,0.030515432041349
"102",0.00475479406054016,0.100841469038281,0.0999964397514684,0.0174912529382064,-0.105123806997455
"103",-0.0351273688706939,0.0858241745911801,-0.0791121090962947,0.0707514520210365,-0.44781250846099
"104",-0.126445083839584,0.146610921450201,-0.161715232966482,0.222229267132015,-0.122685213237186
"105",-0.122652052949788,0.0207692334610745,0.0755672899464226,0.0242225613582272,-0.0807609878868418
"106",0.0301273306761465,-0.0470943453401466,-0.123196686572412,0.00305347070087401,-0.0900243297638274
"107",-0.115303619847528,0.0363310485712186,0.0513666706327211,-0.000207103261194222,-0.178949843480459
"108",-0.11572772773912,0.0822290720506485,-0.127089758065078,0.0708890752417834,-0.0735926278685858
"109",0.0452232484206547,-0.17282116164168,-0.0583293005798807,0.154373965625328,0.0281533995376155
"110",0.0284412716148389,-0.0896799366395106,0.0148446803238928,0.163105954856165,-0.171390412419492
"111",0.0211780945154314,-0.0435854529681197,-0.137568745884548,0.0281630597383155,-0.256593328203657
"112",-0.196358616644328,0.142648682504667,0.12940390220245,-0.012218960689629,-0.111588477562652
"113",-0.243787107993986,-0.0334674063209805,-0.0591395762818619,0.0627249881324551,0.0677858950135905
"114",-0.0243285385094391,0.0311426121889164,-0.28238017297874,-0.0116293243876213,-0.0791576323523863
"115",-0.190771186382931,0.306060470985742,-0.0912240408783206,-0.0509423578303932,-0.0185452091832316
"116",-0.114840280451653,0.011198746410004,0.0163199174162508,0.0915987723249361,-0.0274677220742895
"117",-0.198061522593111,0.188325627367296,-0.135937113996082,0.0269989271830849,-0.167999423324394
"118",-0.0495073771488337,0.0590435024598151,-0.0111857080557539,-0.0987422352277878,-0.0804492943083509
